Row ID,Order Date,Customer Name,Sales,Profit
218,2021-03-18,Eileen Kiefer,1198.33,70.49
219,2021-03-18,Sean Miller,122.352,15.294
220,2021-03-18,Sean Miller,30.768,8.0766
221,2021-03-18,Sample Company A,111,14.43
222,2021-03-18,Sean Miller,8.016,1.002
223,2021-03-18,Sean Miller,18.936,5.9175
224,2021-03-18,Sean Miller,21.376,7.4816
225,2021-03-18,Sample Company A,1856.19,334.1142
226,2021-03-18,Sample Company A,1279.968,415.9896
227,2021-03-18,Sean Miller,22638.48,-1811.0784
228,2021-03-18,Sean Miller,821.3,-16.426
229,2021-03-19,Matt Connell,20.016,5.5044
230,2021-03-19,Matt Connell,4.992,1.3728
231,2021-03-19,Matt Connell,33.57,-25.737
232,2021-03-19,Matt Connell,11.808,3.9852
233,2021-03-19,Matt Connell,26.16,1.962
234,2021-03-19,Matt Connell,170.24,53.2
235,2021-03-19,Matt Connell,323.976,28.3479
236,2021-03-21,Gary McGarr,218.376,-10.9188
237,2021-03-21,Gary McGarr,32.952,6.5904
238,2021-03-21,Kristen Hastings,9.32,2.7028
239,2021-03-21,Cassandra Brandow,6.048,1.5876
240,2021-03-21,Cassandra Brandow,7.408,1.2038
241,2021-03-21,Kristen Hastings,122.94,59.0112
242,2021-03-21,Kristen Hastings,14.4,6.624
243,2021-03-21,Gary McGarr,59.2,22.2
244,2021-03-21,Kristen Hastings,122.97,60.2553
245,2021-03-21,Thomas Seio,16.272,-3.8646
246,2021-03-21,Kristen Hastings,3499.93,909.9818
247,2021-03-22,Beth Fritzler,314.352,-35.3646
248,2021-03-22,Vivian Mathis,16.28,6.512
249,2021-03-22,Craig Carroll,51.465,-39.4565
250,2021-03-22,Craig Carroll,7.644,-5.8604
251,2021-03-22,Beth Fritzler,74.352,23.235
252,2021-03-23,Bruce Geld,9.912,3.2214
253,2021-03-23,Patrick O'Donnell,330.4,85.904
254,2021-03-23,Patrick O'Donnell,604.752,37.797
255,2021-03-24,Maurice Satty,40.48,14.5728
256,2021-03-24,Carlos Daly,24.9,11.703
257,2021-03-25,Annie Zypern,366.786,65.2064
258,2021-03-25,Christina Anderson,25.44,9.9216
259,2021-03-25,Christina Anderson,14.88,3.72
260,2021-03-25,Christina Anderson,6.56,1.9024
261,2021-03-25,Christina Anderson,45.48,15.918
262,2021-03-26,Damala Kotsonis,3.36,0.84
263,2021-03-26,Damala Kotsonis,27.936,9.4284
264,2021-03-26,Cindy Stewart,18.75,9
265,2021-03-26,Jonathan Doherty,66.3,8.619
266,2021-03-26,Damala Kotsonis,28.784,2.8784
267,2021-03-28,Mike Pelletier,330.588,-143.2548
268,2021-03-28,Christina VanderZanden,1184.72,106.6248
269,2021-03-28,Christina VanderZanden,6.12,2.8764
270,2021-03-28,Daniel Raglin,302.376,22.6782
271,2021-03-29,Mike Gockenbach,890.841,-152.7156
272,2021-03-30,Guy Armstrong,205.666,-12.098
273,2021-03-30,Mark Packer,127.302,-9.093
274,2021-03-30,Susan Gilcrest,10.5,2.94
275,2021-03-30,Kunst Miller,49.65,20.853
276,2021-03-30,Mark Packer,335.72,113.3055
277,2021-03-30,Dorris liebe,44.4,22.2
278,2021-03-30,Nat Carroll,129.3,6.465
279,2021-03-30,Dorris liebe,15.84,0
280,2021-03-30,Mark Packer,251.944,88.1804
281,2021-03-31,Trudy Glocke,1125.488,98.4802
282,2021-03-31,Alex Avila,52.98,14.8344
283,2021-03-31,Trudy Glocke,4.032,1.0584
284,2021-03-31,Karen Bern,1.869,-1.3083
285,2021-03-31,Trudy Glocke,12.645,-10.116
286,2021-03-31,Dorothy Dickinson,8.134,-13.8278
287,2021-03-31,Jas O'Carroll,0.852,-0.5964
288,2021-03-31,Alex Avila,673.568,252.588
289,2021-03-31,Dorothy Dickinson,79.984,13.9972
290,2021-04-01,Kunst Miller,17.088,5.5536
291,2021-04-01,Katharine Harms,6.24,3.0576
292,2021-04-01,Kunst Miller,29.6,14.8
293,2021-04-01,Katharine Harms,66.96,2.6784
294,2021-04-02,Anna Häberlin,177.68,46.1968
295,2021-04-02,Rob Dowd,154.9,40.274
296,2021-04-02,Sam Craven,33.488,10.465
297,2021-04-02,Sam Craven,26.72,9.352
298,2021-04-02,Rob Dowd,15.84,7.128
299,2021-04-02,Rob Dowd,1049.93,293.9804
300,2021-04-03,Katrina Edelman,11.16,5.58
301,2021-04-03,Katrina Edelman,159.98,57.5928
302,2021-04-03,Katrina Edelman,62.31,22.4316
303,2021-04-04,Maurice Satty,5.47,2.3521
304,2021-04-04,Maurice Satty,79.36,23.808
305,2021-04-04,Mary Zewe,7.184,2.245
306,2021-04-04,Paul Knutson,18.9,9.072
307,2021-04-04,Ken Black,12.96,6.3504
308,2021-04-04,Ken Black,19.44,9.3312
309,2021-04-04,Ken Black,232.55,9.302
310,2021-04-04,Ken Black,99.98,42.9914
311,2021-04-05,Greg Maxwell,22.96,6.6584
312,2021-04-05,Ruben Dartt,26.7,7.476
313,2021-04-05,Ruben Dartt,13.89,4.5837
314,2021-04-05,Greg Maxwell,22.96,7.5768
315,2021-04-05,Roy Phan,115.36,56.5264
316,2021-04-05,Ruben Dartt,40.2,18.09
317,2021-04-05,Greg Maxwell,12.96,6.3504
318,2021-04-05,Tracy Hopkins,55.48,26.6304
319,2021-04-05,Ruben Dartt,689.82,20.6946
320,2021-04-05,John Grady,52.096,3.9072
321,2021-04-05,John Grady,49.632,3.7224
322,2021-04-05,Greg Maxwell,4164.05,83.281
323,2021-04-05,Greg Maxwell,28.99,8.4071
324,2021-04-06,Andy Yotov,91.96,15.6332
325,2021-04-06,Andy Yotov,33.11,12.9129
326,2021-04-06,Scott Cohen,653.55,111.1035
327,2021-04-06,Shirley Daniels,154.764,-36.1116
328,2021-04-06,Frank Hawley,70.95,18.447
329,2021-04-06,Frank Hawley,65.568,23.7684
330,2021-04-06,Guy Phonely,44.91,-35.928
331,2021-04-06,Andy Yotov,55.48,26.6304
332,2021-04-06,Andy Yotov,19.44,9.3312
333,2021-04-06,Shirley Daniels,10.304,-2.1896
334,2021-04-06,Scott Cohen,33.9,2.034
335,2021-04-06,Frank Hawley,299.97,131.9868
336,2021-04-06,Shirley Daniels,116.784,21.897
337,2021-04-07,Pauline Johnson,8.96,2.7776
338,2021-04-07,Roland Schwarz,122.97,60.2553
339,2021-04-07,Valerie Mitchum,58.32,27.9936
340,2021-04-07,Roland Schwarz,629.95,163.787
341,2021-04-07,Valerie Mitchum,200.97,50.2425
342,2021-04-08,Ruben Ausman,1215.92,316.1392
343,2021-04-08,Nathan Mautz,99.592,2.4898
344,2021-04-08,John Stevenson,172.11,-94.6605
345,2021-04-08,Jim Mitchum,2.368,0.8288
346,2021-04-08,Pauline Chand,49.792,-11.8256
347,2021-04-08,Jim Mitchum,19.008,6.8904
348,2021-04-08,Nathan Mautz,399.96,139.986
349,2021-04-11,Sanjit Engle,9.584,3.3544
350,2021-04-11,Jay Kimmel,6.912,2.3328
351,2021-04-11,Jay Kimmel,10.368,3.6288
352,2021-04-11,Michelle Moray,87.08,24.3824
353,2021-04-11,Jay Kimmel,335.944,41.993
354,2021-04-11,Jay Kimmel,383.976,81.5949
355,2021-04-11,Michelle Moray,217.44,91.3248
356,2021-04-11,Michelle Moray,105.584,9.2386
357,2021-04-11,Gary Mitchum,758.352,265.4232
358,2021-04-12,Kean Nguyen,308.499,-18.147
359,2021-04-12,Edward Hooks,39.68,16.2688
360,2021-04-12,Kean Nguyen,18.088,6.5569
361,2021-04-12,Stewart Visinsky,32.4,15.552
362,2021-04-12,Kean Nguyen,438.368,38.3572
363,2021-04-12,Kean Nguyen,1075.088,94.0702
364,2021-04-13,Jonathan Doherty,17.856,1.116
365,2021-04-13,Jonathan Doherty,509.97,-407.976
366,2021-04-13,Jonathan Doherty,30.992,10.0724
367,2021-04-13,Ben Ferrer,7.83,3.6018
368,2021-04-13,Jonathan Doherty,71.928,8.3916
369,2021-04-15,Paul Stevenson,187.76,76.9816
370,2021-04-15,Paul Stevenson,106.96,31.0184
371,2021-04-16,Stephanie Phelps,39.072,9.768
372,2021-04-18,Kunst Miller,317.058,-18.1176
373,2021-04-18,John Lee,10.75,3.5475
374,2021-04-18,Kunst Miller,2.688,1.008
375,2021-04-18,John Lee,13.12,3.8048
376,2021-04-18,Kunst Miller,149.352,50.4063
377,2021-04-18,John Lee,11.62,3.6022
378,2021-04-18,Kunst Miller,227.976,28.497
379,2021-04-18,John Lee,287.968,97.1892
380,2021-04-19,Nicole Fjeld,76.14,26.649
381,2021-04-19,Allen Goldenen,58.05,26.703
382,2021-04-19,Allen Goldenen,71.28,34.2144
383,2021-04-20,Benjamin Patterson,59.92,27.5632
384,2021-04-20,Seth Vernon,744.1,-95.67
385,2021-04-20,Seth Vernon,401.59,-131.951
386,2021-04-20,Seth Vernon,44.84,5.605
387,2021-04-21,Allen Armold,16.52,5.5755
388,2021-04-21,Dorothy Badders,828.84,0
389,2021-04-22,Aaron Hawkins,9.912,3.3453
390,2021-04-22,Aaron Hawkins,247.84,121.4416
391,2021-04-23,Laurel Beltran,281.372,-12.0588
392,2021-04-23,Laurel Beltran,281.372,-12.0588
393,2021-04-23,Laurel Beltran,22.336,7.8176
394,2021-04-23,Laurel Beltran,7.488,-5.2416
395,2021-04-23,Theresa Swint,2.502,-1.7514
396,2021-04-23,Nathan Mautz,48.91,22.9877
397,2021-04-25,Beth Thompson,1487.04,148.704
398,2021-04-25,Beth Thompson,303.25,63.6825
399,2021-04-25,Beth Thompson,270.72,78.5088
400,2021-04-25,Dianna Arnett,6.24,0.546
401,2021-04-25,Dianna Arnett,10.368,3.6288
402,2021-04-25,Lena Creighton,302.376,37.797
403,2021-04-26,Aleksandra Gannaway,230.28,23.028
404,2021-04-26,Marc Harrigan,21.4,6.206
405,2021-04-26,Aleksandra Gannaway,18.288,5.715
406,2021-04-26,Marc Harrigan,12.6,5.796
407,2021-04-28,Muhammed Yedwab,5.34,1.4952
408,2021-04-28,Muhammed Yedwab,20.86,9.387
409,2021-04-28,Muhammed Yedwab,3.15,1.512
410,2021-04-28,George Bell,6.912,2.5056
411,2021-04-28,Muhammed Yedwab,497.61,129.3786
412,2021-04-28,George Bell,177.568,-37.7332
413,2021-04-28,George Bell,27.096,2.0322
414,2021-04-28,David Smith,159.98,57.5928
415,2021-04-28,Arianne Irving,1679.96,125.997
416,2021-04-29,Laura Armstrong,561.584,70.198
417,2021-04-29,Harry Greene,51.96,12.99
418,2021-04-29,Lauren Leatherbury,17.46,5.9364
419,2021-04-29,Harry Greene,17.94,8.6112
420,2021-04-29,Laura Armstrong,99.92,-1.249
421,2021-04-29,Katherine Hughes,19.98,5.1948
422,2021-04-30,Justin MacKendrick,174.95,45.487
423,2021-04-30,Justin MacKendrick,826,214.76
424,2021-04-30,Tamara Manning,47.79,16.2486
425,2021-05-02,Andrew Roberts,26.136,1.9602
426,2021-05-02,Cari Schnelling,479.984,89.997
427,2021-05-03,Nathan Cano,10.896,3.9498
428,2021-05-03,Nathan Cano,40.176,14.5638
429,2021-05-03,Joni Sundaresam,21.56,10.3488
430,2021-05-04,Andrew Allen,27.46,9.8856
431,2021-05-04,Bill Shonely,12.18,3.8976
432,2021-05-04,Bill Shonely,57.68,19.0344
433,2021-05-04,Nat Carroll,37.84,2.838
434,2021-05-04,Paul MacIntyre,46.8,21.06
435,2021-05-04,Nat Carroll,5.472,1.8468
436,2021-05-05,Emily Burns,127.869,-9.1335
437,2021-05-05,Peter Fuller,6.56,1.9024
438,2021-05-05,Giulietta Dortch,11.88,5.346
439,2021-05-05,Giulietta Dortch,35.44,16.6568
440,2021-05-05,Peter Fuller,24.56,11.5432
441,2021-05-05,Peter Fuller,9.42,4.239
442,2021-05-05,Katharine Harms,45.248,3.9592
443,2021-05-06,Steve Nguyen,107.94,30.2232
444,2021-05-06,Harold Pawlan,140.736,52.776
445,2021-05-06,Steve Nguyen,5.78,2.7166
446,2021-05-07,Carol Triggs,872.32,244.2496
447,2021-05-07,Carol Triggs,194.25,-38.85
448,2021-05-07,Carol Triggs,8.64,2.5056
449,2021-05-07,Carol Triggs,16.14,7.9086
450,2021-05-07,Carol Triggs,872.32,244.2496
451,2021-05-07,Carol Triggs,194.25,-38.85
452,2021-05-07,Carol Triggs,8.64,2.5056
453,2021-05-07,Carol Triggs,16.14,7.9086
454,2021-05-08,Kean Thornton,1799.97,239.996
455,2021-05-09,Sean Braxton,9.45,4.536
456,2021-05-09,Sean Braxton,20.65,9.499
457,2021-05-09,Sean Braxton,45.36,21.7728
458,2021-05-09,Sean Braxton,83.25,14.985
459,2021-05-09,Patrick Gardner,167.97,40.3128
460,2021-05-09,Patrick Gardner,67.8,4.068
461,2021-05-10,Art Foster,349.965,-216.9783
462,2021-05-10,Greg Matthias,256.784,32.098
463,2021-05-10,Art Foster,22.32,5.301
464,2021-05-10,Arianne Irving,158.13,77.4837
465,2021-05-10,Greg Matthias,39.96,19.1808
466,2021-05-10,Greg Matthias,41.04,11.0808
467,2021-05-10,Greg Matthias,1432,125.3
468,2021-05-10,Arianne Irving,43.6,4.36
469,2021-05-11,Victoria Wilson,1212.96,-69.312
470,2021-05-11,Paul Gonzalez,66.112,-84.2928
471,2021-05-11,Brooke Gillingham,35.91,9.6957
472,2021-05-11,Harold Dahlen,104.58,-172.557
473,2021-05-11,Harold Dahlen,17.472,5.6784
474,2021-05-11,Raymond Messe,46.864,7.6154
475,2021-05-11,Paul Gonzalez,58.112,7.264
476,2021-05-11,Paul Gonzalez,100.792,6.2995
477,2021-05-12,Hunter Lopez,34.79,10.7849
478,2021-05-12,Kean Thornton,700.056,-130.0104
479,2021-05-13,Aaron Hawkins,279.456,20.9592
480,2021-05-13,Erica Hernandez,398.352,-331.96
481,2021-05-13,Erica Hernandez,7.104,2.3976
482,2021-05-13,Aaron Hawkins,8,3.84
483,2021-05-13,Alejandro Grove,55.5,9.99
484,2021-05-13,Naresj Patel,149.97,52.4895
485,2021-05-14,Anthony Johnson,310.88,23.316
486,2021-05-16,Pauline Webber,232.88,17.466
487,2021-05-16,Cindy Chapman,56.4,3.384
488,2021-05-17,Pete Armstrong,91.68,45.84
489,2021-05-18,Ted Trevino,149.232,3.7308
490,2021-05-18,Ted Trevino,15.936,5.7768
491,2021-05-18,George Ashbrook,3.984,1.4442
492,2021-05-18,Bruce Stewart,779.796,-168.9558
493,2021-05-19,John Huston,57.42,26.4132
494,2021-05-19,Tamara Dahlen,34.2,9.234
495,2021-05-20,Randy Ferguson,139.86,60.1398
496,2021-05-20,Matt Collister,10.332,-5.9409
497,2021-05-20,Randy Ferguson,33.28,9.3184
498,2021-05-20,Randy Ferguson,38.52,11.9412
499,2021-05-20,Matt Collister,10.368,3.6288
500,2021-05-20,Matt Collister,66.96,-13.392
501,2021-05-20,Matt Collister,20.784,-3.6372
502,2021-05-20,Chuck Clark,518.27,-97.18
503,2021-05-20,Chuck Clark,6.98,3.35
504,2021-05-20,Chuck Clark,343.2,38.61
505,2021-05-21,Katherine Hughes,107.772,-29.2524
506,2021-05-21,Frank Gastineau,245.88,68.8464
507,2021-05-21,Bradley Talbott,31.84,10.5072
508,2021-05-21,Katherine Hughes,18.24,-31.008
509,2021-05-21,Frank Gastineau,447.86,219.4514
510,2021-05-21,Mitch Willingham,2715.93,1276.4871
511,2021-05-21,Katherine Hughes,56.064,21.024
512,2021-05-21,Katherine Hughes,4.832,1.6308
513,2021-05-21,Frank Gastineau,17.94,8.7906
514,2021-05-21,Mitch Willingham,617.97,173.0316
515,2021-05-21,Frank Gastineau,245.88,68.8464
516,2021-05-21,Frank Gastineau,447.86,219.4514
517,2021-05-21,Frank Gastineau,17.94,8.7906
518,2021-05-22,Evan Henry,135.98,33.995
519,2021-05-22,Evan Henry,44.95,12.586
520,2021-05-23,Greg Tran,208.16,56.2032
521,2021-05-23,Andrew Roberts,21.168,2.3814
522,2021-05-23,Greg Tran,17.96,5.837
523,2021-05-23,Andrew Roberts,3.282,-2.6256
524,2021-05-23,Erica Hackney,12.96,6.2208
525,2021-05-23,Greg Tran,5.04,0.1512
526,2021-05-23,Andrew Roberts,55.188,-10.1178
527,2021-05-24,Resi Pölking,116.28,56.9772
528,2021-05-25,Janet Lee,29.32,-24.189
529,2021-05-25,Janet Lee,75.6,-166.32
